short_name,player_positions,overall,preferred_foot,weak_foot,skill_moves,player_traits,pace,shooting,passing,dribbling,defending,physic
A. Spahić,GK,64,Right,3,1,"",,"",,"",,
M. Collao,"CM, CAM",64,Right,4,2,"",67,58,65,67,39,55
L. Barraza,GK,64,Right,3,1,"",,"",,"",,
A. Glennon,"LB, LWB",64,Left,3,2,"Long Ball Pass, Whipped Cross",76,47,58,60,57,69
Lee Hee Kyun,"ST, CM",64,Right,3,3,Technical,71,62,61,70,51,60
F. Egerer,CDM,64,Right,2,2,"",55,44,58,57,62,71
Javi Siverio,ST,64,Right,5,2,"",60,65,50,62,26,61
N. Tarnat,"CDM, CM",64,Right,3,2,Long Ball Pass,68,57,60,64,60,70
L. Lukacevic,"LWB, LM",64,Left,3,2,"",67,46,60,61,60,63
Tiago Dias,"LWB, LM, RM",64,Left,4,3,"",72,56,62,66,53,49
R. Redes,"RM, RW",64,Right,3,4,"",77,61,62,65,45,55
N. Geyrhofer,CB,64,Right,3,2,"",58,27,40,46,65,67
A. Helac,GK,64,Right,2,1,"",,"",,"",,
M. Czyżycki,"CM, CDM, CAM",64,Right,3,2,"",71,62,58,64,54,57
A. Hamdi,"CM, CF",64,Right,3,3,"Technical, Flair",65,60,64,71,53,58
S. Breza,GK,64,Right,2,1,"",,"",,"",,
O. Özçiçek,"CDM, CM",64,Right,4,3,"Long Ball Pass, Technical, Flair",68,57,63,67,62,59
R. Örqvist,"RW, CM",64,Right,3,2,"",68,60,60,65,62,79
Luizão,CDM,64,Right,3,2,"",69,46,55,59,61,71
A. Cagnano,"LB, CB",64,Left,3,2,"",67,33,53,59,60,70
K. Al Hashmi,"CB, RB",64,Right,3,2,"",67,31,41,44,65,71
S. Kapuadi,CB,64,Left,2,2,"",59,25,37,37,63,75
R. Heußer,CM,64,Right,3,2,"",64,48,63,66,58,69
D. Tomas,CB,64,Right,3,2,"Block, Anticipate, Bruiser, Aerial",63,42,43,52,63,73
R. Ndo,"RW, LW",64,Right,2,3,"",74,66,54,66,37,64
S. Rossbach,GK,64,Right,3,1,Far Throw,"",,"",,"",
K. Martin,GK,64,Left,2,1,Footwork,"",,"",,"",
J. Storevik,GK,64,Right,2,1,Footwork,"",,"",,"",
A. Nemane,"RM, RWB",64,Right,2,3,"Rapid, Quick Step",89,47,56,66,53,47
R. Corlu,CAM,64,Left,3,3,"Pinged Pass, Rapid",80,60,61,66,27,58
R. Sweeney,CB,64,Left,1,2,"",56,34,49,51,61,81
D. Grétarsson,CB,64,Left,3,2,Long Ball Pass,68,52,58,59,64,70
D. Harvie,"LWB, LB",64,Left,3,2,Long Throw,75,46,56,60,57,69
S. Abdullahi,ST,64,Right,3,3,"",68,64,56,66,20,71
J. McCart,CB,64,Left,4,2,Long Ball Pass,65,30,43,53,63,75
J. Tilley,"RM, RWB",64,Left,3,3,"Technical, Flair",75,61,59,65,50,52
E. Wichne,"RB, RWB",64,Right,3,2,Long Throw,78,44,59,60,58,67
W. Patching,"CAM, CM",64,Right,3,3,Technical,61,61,66,66,50,63
R. Fernandes,"LM, CAM, RM",64,Right,2,3,Flair,82,59,58,66,23,53
K. Edwards,"LM, RM, LW",64,Right,3,4,"Technical, Flair",78,57,59,69,40,51
J. Leko,"ST, RW, LW",64,Right,4,3,Technical,90,60,55,66,35,65
D. Jaiyesimi,"RW, LM, RWB",64,Right,3,4,Technical,91,56,58,65,50,60
A. Skovgaard,CB,64,Left,3,2,"Long Ball Pass, Jockey, Intercept, Aerial",50,27,46,48,63,72
J. Bitter,RB,64,Right,3,2,Long Throw,65,32,52,52,61,75
H. Udahl,ST,64,Right,4,2,"",72,64,46,59,23,68
N. Walstad,"LWB, LB",64,Left,2,2,"",80,36,48,57,58,74
S. Müller,GK,64,Right,2,1,"",,"",,"",,
R. Ziegele,CB,64,Right,3,2,"Block, Anticipate",66,28,38,48,63,75
T. Pearce,"LB, LWB",64,Left,2,2,"",69,52,60,62,61,62
Àlex Carbonell,"CM, CDM",64,Right,3,3,"",40,60,63,68,63,59
F. Cassata,"CM, RM",64,Right,3,3,Pinged Pass,53,50,65,65,53,60
F. Gmeiner,"RWB, RM",64,Right,4,2,"",73,42,54,63,62,60
J. Garrick,"LM, ST",64,Right,3,3,"Power Shot, Rapid",81,63,55,65,42,63
Pol Valentín,"RB, RM, RWB",64,Right,3,3,"Rapid, Quick Step",89,39,55,64,55,67
D. Keillor-Dunn,"ST, CAM",64,Right,3,3,Relentless,76,62,60,65,30,67
D. Happe,CB,64,Left,3,2,"Bruiser, Aerial",55,28,43,43,63,81
J. Pendant,LB,64,Left,3,2,"",72,35,55,58,60,65
J. Homawoo,CB,64,Left,2,2,"",73,30,46,47,63,70
V. Mustafa,ST,64,Right,3,3,"",67,65,51,61,26,60
A. Barylla,"RB, CB, LB",64,Right,4,2,"",69,46,56,58,60,75
T. Vancooten,CB,64,Right,3,2,"",70,37,51,56,63,72
E. Twumasi,"RB, RM",64,Right,3,3,"Technical, Flair",75,53,56,68,58,64
H. Kite,CM,64,Right,3,2,Power Shot,71,59,60,66,58,63
M. Watters,ST,64,Right,3,3,"",76,62,51,62,31,64
S. Hostikka,"LW, RW, CF",64,Right,3,3,"",77,56,61,66,34,59
J. Vargas,"CDM, CM",64,Right,3,2,Relentless,65,36,56,61,59,71
A. Pițian,CB,64,Right,2,2,Bruiser,57,47,52,47,62,80
T. Keita,CM,64,Right,3,3,Rapid,70,53,63,64,55,64
F. Heister,"RWB, LB, RB",64,Right,3,2,Quick Step,88,52,59,66,53,61
G. Materan,"RM, ST, RW",64,Left,2,3,"",70,51,57,63,29,48
J. Careaga,GK,64,Right,2,1,"",,"",,"",,
S. Mina,"CB, LB",64,Left,2,2,"",70,47,46,56,64,68
C. Eriksson,GK,64,Right,1,1,"",,"",,"",,
N. Giménez,"LB, CB",64,Left,3,2,"",71,34,52,57,60,59
J. Arweiler,ST,64,Left,3,2,Trivela,55,64,51,60,27,65
N. Tafari,"CB, RB",64,Right,3,2,"Long Ball Pass, Slide Tackle",54,34,47,54,63,74
O. Valenzuela,"CM, CDM",64,Right,3,2,"",63,58,59,64,60,65
Miguel Carvalho,GK,64,Right,2,1,"",,"",,"",,
M. Gouras,"LM, ST",64,Left,4,3,"Rapid, Quick Step",76,59,55,68,25,54
P. Janasik,"LB, RB",64,Right,3,2,"",75,49,59,64,57,61
C. Lannert,RB,64,Right,5,2,"Jockey, Block",78,42,52,58,59,63
J. Haliti,"CB, LB",64,Right,2,2,"",91,31,47,61,63,71
D. Taylor,"RB, LB",64,Right,2,2,"",70,30,50,58,60,70
M. Kaput,CDM,64,Right,2,2,"",59,42,57,55,61,70
T. Schumacher,"LWB, LM",64,Left,3,2,"",70,47,55,63,60,53
D. Stensson,"CM, CDM",64,Left,2,2,"",54,60,64,62,61,64
N. Mäenpää,"CM, CF",64,Right,2,2,"",72,50,63,61,56,67
T. Danhof,"RB, RM",64,Right,3,2,"",71,46,61,64,58,59
K. Muneer,LM,64,Right,3,3,Technical,83,59,53,69,30,53
G. Cooper,ST,64,Right,2,2,"",65,65,35,60,24,74
N. Watson,"CDM, CM",64,Right,3,2,"",61,42,58,59,62,61
M. Verdún,"RM, RW",64,Right,3,3,"",72,54,60,64,30,65
D. Topalov,"LB, LM",64,Left,2,3,"",67,50,57,66,59,46
Alberto Reina,"CM, CDM, CAM",64,Right,3,3,"",66,55,58,61,53,59
Toni Abad,RB,64,Right,3,3,"",67,33,51,58,60,58
M. Tuci,CB,64,Right,3,2,"",57,34,42,41,63,74
A. Camara,CM,64,Right,3,3,"",65,59,63,66,57,49
R. Matthews,GK,64,Right,3,1,"",,"",,"",,
I. Ssewankambo,"CDM, CM, CB",64,Right,3,2,"",74,43,59,62,59,81
C. Shaughnessy,"CB, CDM, CM",64,Right,3,2,Long Throw,55,50,55,56,63,75
A. Buzbuchi,GK,64,Right,2,1,"",,"",,"",,
K. Veendorp,"CDM, RWB, CB",64,Right,4,2,Long Throw,61,49,57,55,62,74
L. Reed,CDM,64,Right,3,3,"Pinged Pass, Long Ball Pass, Press Proven",65,55,61,67,60,60
T. Schützenauer,GK,64,Right,4,1,"",,"",,"",,
J. Jones,"LM, LWB",64,Left,2,3,"Finesse Shot, Technical, Flair, Quick Step",83,59,59,67,44,43
C. Guy,"CDM, CM",64,Right,2,2,"Jockey, Intercept",67,54,63,62,60,69
R. Zekhnini,"RM, LM, ST",64,Right,4,3,"Technical, Trivela",86,55,55,67,30,44
C. Gutiérrez,"LB, LM, LWB",64,Left,2,2,"",71,43,62,62,61,66
K. Knoyle,RWB,64,Right,3,2,"Whipped Cross, Relentless",82,46,53,62,56,69
T. Vassell,CB,64,Right,4,2,"Jockey, Anticipate",72,37,53,56,64,72
R. Williams,"LWB, RM, RWB",64,Left,4,3,"Rapid, Quick Step, Long Throw",88,59,60,67,53,62
Lee Seung Woo,"LM, LW, CAM",64,Right,3,4,"Tiki Taka, Technical, Flair",80,60,55,68,22,48
A. Rossi,ST,64,Right,2,3,"",65,64,55,62,31,64
K. McIntosh,GK,64,Right,3,1,"",,"",,"",,
Liu Junshuai,CB,64,Right,2,2,Power Header,59,37,49,50,63,75
F. Knudsen,CB,64,Right,3,2,Power Header,42,31,43,46,62,75
M. Bochnak,"RM, CF",64,Right,1,3,"",73,61,56,66,37,58
B. Rother,CDM,64,Right,3,2,"",59,48,53,54,63,73
A. Fuchs,"CM, CDM",64,Right,3,3,"",58,50,63,65,57,65
E. Moses,ST,64,Right,3,2,"",82,62,52,63,36,73
A. Hartridge,CB,64,Left,2,2,"Long Ball Pass, Jockey, Long Throw",70,28,50,54,63,75
Chen Binbin,"LM, LW",64,Left,3,3,Rapid,84,58,59,63,40,69
A. Sejdič,"CM, CAM, CDM",64,Right,3,2,"",47,59,63,65,59,64
F. Rüdlin,CDM,64,Right,3,2,"",72,45,56,64,60,59
M. Sande,"RM, CM",64,Right,3,3,Relentless,73,52,58,62,48,66
N. Iyobosa Edokpolor,"CB, LWB",64,Left,3,2,"Jockey, Anticipate",80,49,54,65,63,70
A. Koç,LB,64,Left,2,3,"",68,36,54,59,63,63
R. Spiegel,GK,64,Right,2,1,"",,"",,"",,
J. Bolton,CB,64,Right,3,2,Slide Tackle,73,35,53,58,62,72
B. Galloway,CB,64,Left,3,2,"",69,37,54,59,63,66
F. Loshaj,"CM, CDM",64,Left,4,3,"",62,56,65,67,57,66
C. Norman,RWB,64,Right,3,2,"Long Ball Pass, Long Throw, Aerial",70,47,57,60,58,79
J. McCarthy,"RWB, RB",64,Right,3,2,Relentless,71,53,57,60,60,75
L. Donnelly,"CM, CDM",64,Right,3,2,Slide Tackle,62,65,60,64,63,69
M. Trojak,"CB, CDM",64,Right,2,2,"Block, Intercept",55,47,59,58,63,72
G. Kiltie,"CAM, CM, LW",64,Right,4,3,"",67,59,60,66,46,56
M. Walski,"CDM, CM",64,Right,3,2,"",75,54,63,65,61,68
O. Okungbowa,CB,64,Left,3,2,"",67,46,56,55,60,76
B. Ould-Chikh,RM,64,Left,4,4,"Technical, Flair, Trivela",77,57,57,71,27,44
L. Carrizo,"LB, CB",64,Left,2,2,"",67,35,52,60,59,70
W. Randall,LM,64,Right,2,3,Technical,81,60,57,65,40,56
J. Beesley,ST,64,Right,2,2,"",70,63,48,60,44,66
J. Thomasen,"CM, CDM",64,Right,3,2,"",58,59,62,64,62,64
T. Watson,"RWB, RB",64,Right,3,2,"",72,39,56,62,60,61
K. Burger,"CB, LB",64,Left,3,2,Block,59,32,53,54,64,71
C. Ortag,GK,64,Right,3,1,"",,"",,"",,
M. Frey,CM,64,Right,3,2,"",60,49,61,63,64,71
S. Mallan,"CM, CDM",64,Right,3,2,"Dead Ball, Long Ball Pass",65,62,66,65,59,64
L. Armstrong,ST,64,Right,3,2,Aerial,70,63,46,61,25,82
D. Hümmet,"ST, LW",64,Right,3,3,"",58,66,53,63,28,71
R. Gelmi,CB,64,Right,3,2,Power Header,62,44,52,45,62,76
L. Gugganig,CB,64,Right,2,2,"Power Header, Long Ball Pass",44,47,46,49,63,74
D. Agyei,"ST, LM",64,Left,3,3,"",79,61,52,64,34,75
M. Khubrani,CB,64,Right,3,2,"",51,24,38,44,65,72
B. Stevenson,"CM, CDM",64,Right,4,3,"",71,60,63,64,59,69
B. Van Durmen,"LM, CDM, LB",64,Left,3,2,"",62,59,62,61,61,72
F. Lajugie,"RB, CB",64,Right,3,2,Anticipate,63,37,53,55,65,70
S. Lavelle,CB,64,Right,3,2,"",56,29,41,46,63,73
S. Musiolik,"ST, CF",64,Left,2,3,"",84,60,48,63,25,75
S. Nkansah,CB,64,Right,3,2,Jockey,70,30,44,48,65,68
E. Taffertshofer,"CDM, CM",64,Right,3,2,"",57,43,56,62,63,68
M. Brandner,"CDM, CM",64,Right,4,2,"",68,46,56,61,60,67
Borja González,"RB, RWB",64,Right,3,2,Dead Ball,66,50,53,55,61,64
L. Chhangte,"RW, LW",64,Left,3,3,"Rapid, Quick Step",88,57,56,65,37,61
L. Putaro,"RM, ST, LM",64,Left,3,3,"Finesse Shot, Technical",76,62,56,64,39,64
N. Landgraf,"CB, LB, CDM",64,Left,2,2,Jockey,73,41,54,62,64,69
K. Demirtaş,"CB, LB",64,Left,2,2,"",70,32,49,57,62,69
J. Smith,"RW, RM",64,Left,3,3,Rapid,83,58,58,66,37,43
P. Sisniega,GK,64,Right,2,1,"",,"",,"",,
K. Ford,"CB, RB",64,Right,2,2,"",59,27,36,45,62,77
C. Bramall,"LWB, LB",64,Left,2,3,"Rapid, Quick Step",92,47,59,63,53,65
N. DePuy,CB,64,Right,2,2 ,"slide tackle",37,53,45,49,62,78
S. Cleveland,GK,64,Left,2,1,"",,"",,"",,
Charles,CM,64,Right,3,3,Flair,76,58,61,65,62,73
T. Boss,GK,64,Right,3,1,"",,"",,"",,
M. Sipľak,"LB, CB, LM",64,Left,3,2,"",70,39,57,62,59,73
A. Ba Masoud,"LB, LM",64,Left,3,2,"",77,49,55,61,56,65
N. Sessa,"CAM, CM, ST",64,Left,2,3,"",77,57,59,70,33,52
F. Al Rashidi,"RM, LM, ST",64,Right,5,3,Rapid,88,59,54,69,39,60
D. Musovski,"ST, LW",64,Right,4,2,"",63,63,51,63,43,64
T. Bonga,"ST, RM, LM",64,Right,3,2,"",73,59,54,63,32,75
Juan Ibiza,CB,64,Left,3,2,"",55,34,48,49,64,63
A. Jenssen,CB,64,Right,2,2,"",53,32,46,48,63,73
C. Gasper,LB,64,Left,2,2,"",68,34,54,62,61,70
F. Ștefan,LB,64,Left,2,3,"Anticipate, Slide Tackle",75,57,60,60,60,68
T. Pedersen,"RB, LB",64,Right,3,2,"",70,52,58,62,61,67
J. Rengifo,RW,64,Right,2,3,Rapid,87,61,56,66,19,52
M. Mawa,ST,64,Right,2,3,Finesse Shot,82,61,53,63,30,74
J. Gutiérrez,GK,64,Right,2,1,"",,"",,"",,
S. Adrián,"CM, CDM, CAM",64,Right,3,2,"",69,50,58,65,60,76
N. Dávila,"CM, CDM, LW",64,Right,2,3,Flair,64,51,58,66,61,57
G. Norlin,"LM, RM, ST",64,Left,3,2,"",73,56,59,63,37,60
J. Sagredo,"CB, RB",64,Right,3,2,"",65,29,47,54,67,63
S. Osigwe,GK,64,Right,2,1,"",,"",,"",,
A. Becker,ST,64,Left,4,2,"Power Header, Aerial",57,63,41,58,28,75
F. Iacob,GK,64,Right,2,1,"",,"",,"",,
M. Schikora,"CDM, LB, CM",64,Right,4,2,Relentless,79,50,60,64,60,72
I. Niskanen,"LW, RWB, LWB",64,Right,4,3,"Finesse Shot, Rapid",76,59,61,67,46,61
S. Kartum,"CM, CDM",64,Right,3,2,"",74,54,64,66,55,64
C. Arce,GK,64,Right,3,1,"",,"",,"",,
A. Sánchez Duque,CAM,64,Left,2,3,"",64,55,63,64,40,51
J. Castro,ST,64,Right,4,3,"",63,63,47,60,24,61
Rúben Rodrigues,"CAM, RW",64,Right,3,3,"",72,60,63,66,38,60
B. Beyer,"RM, CAM",64,Right,3,3,Power Shot,67,65,54,66,35,74
A. Ipiélé,"LW, RW",64,Right,4,3,"",74,58,59,65,23,48
D. Babunski,ST,64,Right,3,2,"",52,67,45,55,21,64
M. Roganović,RB,64,Right,3,2,"",75,44,57,61,58,67
Teles,"CDM, RB",64,Right,2,2,"",75,44,56,61,63,64
H. Marku,"CAM, LM",64,Left,3,3,"",68,61,61,65,47,66
M. Stolnik,CB,64,Right,2,2,"",62,35,46,46,63,72
A. Mannus,GK,64,Right,3,1,"",,"",,"",,
K. Vermeer,GK,64,Right,4,1,"",,"",,"",,
B. Hinchliffe,GK,64,Right,3,1,"",,"",,"",,
A. Mariappa,CB,64,Right,3,2,"",47,34,54,54,64,63
M. Knaller,GK,64,Right,3,1,"",,"",,"",,
S. Eastwood,GK,64,Right,3,1,"",,"",,"",,
K. McDonald,"CDM, CM",64,Right,3,3,"",33,58,64,58,63,68
D. Williams,"ST, LM",64,Right,4,3,Finesse Shot,79,62,54,63,39,71
D. Worrall,RWB,64,Right,4,3,Whipped Cross,75,59,61,63,54,61
A. Lukse,GK,64,Right,3,1,"",,"",,"",,
A. Ríos,"ST, CAM, CM",64,Right,4,3,Finesse Shot,57,63,63,64,37,79
Koo Ja Cheol,"CM, CAM",64,Right,4,3,"Pinged Pass, Technical, First Touch",56,62,66,65,53,62
J. Jones,GK,64,Right,2,1,"",,"",,"",,
Yu Hanchao,"LM, RM",64,Right,4,3,Rapid,71,61,63,64,40,61
A. Legzdins,GK,64,Right,3,1,Far Throw,"",,"",,"",
A. Redmayne,GK,64,Right,2,1,Far Throw,"",,"",,"",
R. Feltscher,RB,64,Right,3,2,"Slide Tackle, Bruiser",59,46,59,60,61,80
J. Coppens,GK,64,Left,2,1,"",,"",,"",,
J. Thomassen,"LB, LWB",64,Left,4,2,Long Throw,65,50,60,60,60,67
F. Ojo,CM,64,Right,3,3,"",58,57,62,65,61,68
B. Tozer,CB,64,Right,3,2,"Long Throw +, Power Header, Long Ball Pass, Aerial",38,42,48,49,63,80
C. Eastmond,CM,64,Right,3,2,Intercept,63,60,61,62,62,80
N. McGinn,"CAM, LM",64,Right,5,3,"Finesse Shot, Chip Shot, Technical, Flair, Trivela",70,64,63,67,36,60
Gu Cao,CB,64,Right,2,2,"Slide Tackle, Long Throw",44,40,44,58,67,55
M. Sau,"ST, CAM, CF",64,Right,4,4,Rapid,79,64,61,71,32,57
M. Sema,"CF, RW",64,Right,4,3,Technical,74,60,60,67,40,57
M. Watkins,"ST, LW, RM",64,Right,4,3,"",72,62,60,66,28,64
P. Madden,ST,64,Right,3,2,"",65,63,54,62,39,69
D. Cornell,GK,64,Right,3,1,"",,"",,"",,
J. Brayford,"CB, RB, RWB",64,Right,3,2,"Long Ball Pass, Block, Anticipate, Long Throw",52,44,59,61,63,71
O. Gonzalez,CB,64,Right,3,2,Power Header,33,36,49,44,61,79
D. Andrew,"LB, LWB",64,Left,3,2,"Dead Ball, Long Ball Pass, Anticipate, Long Throw",58,54,62,62,61,68
S. McConville,"LM, LWB",64,Right,4,3,"Dead Ball, Long Ball Pass, Whipped Cross",63,59,64,62,56,66
Lee Yong Rae,"CM, CDM",64,Left,3,2,Block,43,54,66,61,57,69
G. Gardner,"CM, CDM",64,Right,3,3,Slide Tackle,50,63,67,60,66,69
S. Neville,"CB, RB",64,Right,3,2,Slide Tackle,60,47,56,57,62,76
M. Rondón,"ST, RM",64,Right,3,3,"Finesse Shot, Power Header",38,64,63,65,28,71
A. Taylor,CB,64,Right,2,2,"Power Header, Bruiser, Long Throw, Aerial",43,38,43,47,62,79
A. Traoré,LB,64,Left,3,2,Rapid,73,53,59,64,59,75
F. Lepore,"RM, CB, RB",64,Right,3,3,"Dead Ball, Whipped Cross, Flair",73,53,63,63,54,66
N. Clark,"ST, CAM",64,Right,3,2,Trivela,68,65,59,64,34,59
J. Hunt,RWB,64,Right,2,3,"",68,41,59,62,61,62
C. Montaño,"LB, LWB",64,Left,3,3,"Long Ball Pass, Technical, Flair",77,59,57,63,61,64
A. Uludağ,LB,64,Left,3,3,"",66,61,61,64,61,68
L. Gutiérrez,"CB, LB",64,Left,3,2,"",40,40,48,55,65,67
C. Hussey,"CB, LWB",64,Left,3,2,"Dead Ball, Long Ball Pass, Whipped Cross, Anticipate",52,49,62,62,63,71
C. McAleny,"LM, CAM, LW",64,Right,3,3,"",81,63,59,65,24,55
F. Paghera,"CM, CDM",64,Right,3,2,"",74,50,62,66,54,51
M. Amini,"CM, CDM",64,Right,4,3,"",58,59,61,67,56,70
A. Gorgon,"CM, RM, ST",64,Right,3,3,"",66,64,67,66,52,64
B. Hamill,CB,64,Right,3,2,"",44,41,51,49,64,67
M. Gollner,CB,64,Left,3,2,"",51,24,42,52,65,73
P. Pennanen,"CAM, CM, CDM",64,Right,3,3,"",73,60,62,67,52,52
D. Chima Chukwu,ST,64,Right,3,2,"Power Header, Press Proven",68,62,49,62,30,83
R. McDonald,CB,64,Left,2,2,"Long Ball Pass, Jockey, Aerial",51,30,47,49,63,76
A. Crawford,CM,64,Right,3,3,"Finesse Shot, Technical",68,63,64,66,54,59
K. Hansen,"LM, CF",64,Right,3,3,Technical,76,58,58,65,44,58
Maestre,"CM, CDM, CB",64,Left,3,2,"",44,55,65,55,60,68
G. Moncur,CAM,64,Right,3,3,Dead Ball,62,62,65,65,47,65
P. McEleney,"CAM, CM",64,Right,4,3,"Flair, Trivela",53,61,64,67,53,55
W. Bruin,ST,64,Right,3,2,Power Header,44,63,55,60,36,68
C. Aneke,ST,64,Right,3,3,"Technical, Trivela",49,64,57,60,46,71
H. Jimenez,"RB, LB",64,Right,4,3,"",63,59,64,65,62,62
M. Ødegaard,"CB, RWB",64,Right,3,2,"",48,30,50,52,64,71
T. Carroll,"CM, CDM",64,Left,2,2,"",56,59,66,67,62,53
J. Lindner,"CB, RWB",64,Right,2,2,"Jockey, Block",62,42,56,53,63,72
V. Hladký,GK,64,Right,3,1,"",,"",,"",,
R. Sjöstedt,CB,64,Right,2,2,Tiki Taka,72,37,55,57,62,74
C. Battocchio,"CM, CDM, CAM",64,Right,3,3,Trivela,64,63,65,68,56,57
D. Mitov Nilsson,GK,64,Right,2,1,"",,"",,"",,
Kim Jun Yub,"RWB, RB",64,Right,4,3,Anticipate,72,52,57,63,58,67
Han Kyo Won,"RM, RW",64,Right,3,3,Technical,77,62,58,66,47,63
Lee Woong Hee,CB,64,Right,3,2,"",67,30,52,58,63,69
L. Burge,GK,64,Left,3,1,"",,"",,"",,
B. Halloran,RM,64,Right,2,3,"Finesse Shot, Rapid",82,58,58,64,38,65
E. Andersen,"RW, LW, CAM",64,Right,2,3,Dead Ball,68,64,65,63,34,53
J. Reeves,"CM, CDM",64,Right,3,3,"Flair, Long Throw",72,56,62,65,58,61
E. Hewitt,"CB, RB",64,Right,4,2,"Anticipate, Long Throw, Aerial",71,46,56,58,62,76
İ. Yılmaz,ST,64,Right,2,2,"",67,61,51,64,28,62
T. Nichols,ST,64,Right,3,3,"Technical, Relentless",78,62,58,66,27,63
Juan Mera,CAM,64,Left,3,3,Rapid,73,58,60,68,33,51
A. Jackson,CB,64,Right,3,2,"Block, Intercept, Aerial",49,30,41,50,63,70
L. Polworth,CM,64,Right,4,3,Finesse Shot,65,60,67,65,57,62
M. Kennedy,"RM, RWB, LWB",64,Right,2,3,Technical,85,57,60,66,50,61
D. Oshilaja,"CDM, CM, CB",64,Right,4,2,"",78,50,54,60,63,76
R. Inniss,CB,64,Right,3,2,"Power Header, Slide Tackle, Bruiser, Aerial",35,37,42,35,63,81
P. Olkowski,"RM, RWB",64,Right,2,3,Long Throw,66,56,62,64,61,65
M. Jeannin,GK,64,Right,2,1,"",,"",,"",,
J. White,ST,64,Right,3,2,"Power Header, Aerial",46,65,49,57,28,74
J. Grimmer,"CB, RWB, RB",64,Right,3,2,Long Ball Pass,73,53,54,62,62,73
M. Akça,CB,64,Right,3,2,"",53,46,52,51,63,69
D. McGeouch,"CDM, CM",64,Right,4,2,Long Ball Pass,59,53,64,68,60,66
K. Boli,CB,64,Right,3,2,Intercept,66,35,48,47,64,73
E. Akichi,"CDM, CM",64,Right,3,3,"",67,52,58,65,60,68
A. Andersen,CB,64,Right,3,2,"",63,44,55,58,62,73
C. Thompson,"CM, CDM",64,Right,3,2,"Slide Tackle, Long Throw",72,59,61,65,64,72
B. Tashchy,"ST, CAM",64,Right,4,3,"Power Header, Technical",64,62,58,62,35,73
C. Dunne,CB,64,Left,2,2,"",79,41,49,57,62,68
A. Obileye,CB,64,Right,3,2,"Long Ball Pass, Bruiser",70,51,53,53,61,77
J. Murphy,"RW, RM, LW",64,Right,4,4,Technical,82,60,59,65,28,50
S. Savić,"LM, CF, RM",64,Right,4,3,Technical,70,60,61,68,30,45
T. Dieng,CM,64,Right,2,2,"Power Header, Aerial",57,57,58,61,62,81
J. Pigott,ST,64,Right,3,2,"",64,64,53,62,31,72
J. Roberts,CAM,64,Left,3,3,"",80,61,62,65,48,74
L. Thompson,"CM, CDM",64,Right,3,2,"",69,52,63,67,64,68
J. Walker,"CAM, LW",64,Right,3,3,Technical,78,62,63,67,45,65
R. Meara,GK,64,Right,3,1,"Far Throw, Footwork","",,"",,"",
J. Haugaard,GK,64,Left,2,1,"",,"",,"",,
P. Sweeney,CB,64,Right,3,2,"Long Ball Pass, Intercept",65,43,54,57,62,76
A. Magrassi,ST,64,Right,3,2,"",67,62,50,59,33,69
Kim In Sung,"RM, ST, LM",64,Right,3,3,"Rapid, Quick Step",87,56,55,64,34,55
T. Eisfeld,CM,64,Right,3,3,"Power Shot, Incisive Pass",63,65,67,67,41,57
Kim Kyung Jung,"LW, LM, RW",64,Right,3,3,Technical,79,59,57,64,41,48
A. Wooten,ST,64,Right,3,3,"",65,64,62,62,34,72
K. Pusch,CAM,64,Left,3,2,Technical,66,65,62,66,54,66
F. Starzyński,"CAM, CM",64,Right,3,3,"Technical, Flair, Trivela",31,61,71,66,40,42
J. Moore-Taylor,CB,64,Left,2,2,"Long Ball Pass, Long Throw",65,36,56,57,62,75
D. Grigore,CB,64,Right,2,2,Power Header,49,54,56,44,64,70
F. Al Muwallad,"LW, RW, ST",64,Right,3,3,"Rapid, Quick Step",86,62,58,64,44,62
D. Wright,"RWB, RM, RW",64,Right,3,3,"Rapid, Trivela",79,55,58,63,55,64
A. Al Kassar,GK,64,Right,3,1,"",,"",,"",,
M. Malaeka,GK,64,Right,4,1,Far Throw,"",,"",,"",
T. Bu Haymid,LB,64,Left,2,2,Long Throw,68,58,62,65,58,69
A. Khamis,"LB, LM, CDM",64,Right,3,2,"",64,50,60,65,60,68
B. Mugabi,CB,64,Right,3,2,Aerial,65,32,46,49,61,74
D. Butler,"LWB, LB",64,Left,2,2,Long Ball Pass,73,44,56,61,58,71
P. Vlachodimos,LW,64,Right,3,3,"Technical, Flair",75,59,62,66,34,59
D. Steres,"LB, RB, CB",64,Right,3,2,"Long Ball Pass, Slide Tackle",37,27,56,49,67,71
M. Jahfali,CB,64,Right,2,2,"Slide Tackle, Aerial",60,36,48,44,63,71
L. Nilsen,"LWB, LM",64,Left,2,2,Rapid,81,54,54,62,56,66
J. Ironside,ST,64,Right,3,2,Aerial,70,63,50,60,41,80
D. John,"LWB, LB",64,Left,2,3,Rapid,85,54,59,67,56,61
F. Olinga,"LW, LM, ST",64,Right,3,3,Rapid,74,60,57,68,21,54
M. Palmer,CM,64,Right,3,3,"Pinged Pass, Press Proven",75,56,63,65,57,69
M. Vicentini,GK,64,Right,3,1,"",,"",,"",,
K. Tapoko,"CDM, CM",64,Right,2,3,"",43,56,54,57,61,79
P. Ofosu-Ayeh,RB,64,Right,3,3,"",75,45,55,63,61,68
